Img_ID,Split,basename,ImageWidth,ImageHeight,is_background,n_ships
4682,Train,t_10458.jpg,2000,2000,False,1
4687,Train,t_15993.jpg,1000,1000,False,2
4688,Train,t_10153.jpg,1000,1000,False,2
4692,Train,t_927.jpg,1500,1500,False,3
4696,Train,t_8316.jpg,1000,1000,False,5
4698,Train,t_4176.jpg,1000,1000,False,8
4699,Train,t_6.jpg,1000,1000,False,20
4700,Train,t_3564.jpg,1000,1000,False,2
4701,Train,t_7039.jpg,800,600,False,4
4703,Train,t_9198.jpg,1000,1000,False,1
4704,Train,t_4379.jpg,600,800,False,1
4714,Train,t_3295.jpg,800,600,False,28
4726,Train,t_11073.jpg,1000,1000,False,1
4734,Train,t_8535.jpg,600,800,False,1
4735,Train,t_4703.jpg,1000,1000,False,2
4736,Train,t_3026.jpg,600,800,True,0
4738,Train,t_876.jpg,1000,1000,False,1
4739,Train,t_11286.jpg,800,600,False,19
4742,Train,t_5144.jpg,800,600,False,8
4747,Train,t_6791.jpg,600,800,False,38
4754,Train,t_13149.jpg,800,600,False,1
4756,Train,t_5461.jpg,800,600,False,2
4759,Train,t_14196.jpg,600,800,False,5
4761,Train,t_15025.jpg,1000,1000,False,5
4762,Train,t_4634.jpg,1000,1000,False,3
4771,Train,t_3781.jpg,600,800,False,35
4775,Train,t_10391.jpg,1000,1000,False,3
4777,Train,t_1991.jpg,2000,2000,False,14
4778,Train,t_4665.jpg,2000,2000,False,9
4782,Train,t_4642.jpg,800,600,False,2
4786,Train,t_5406.jpg,1000,1000,False,6
4788,Train,t_3649.jpg,1000,1000,False,3
4789,Train,t_15406.jpg,600,800,False,1
4792,Train,t_9845.jpg,600,800,False,1
4793,Train,t_173.jpg,1500,1500,False,23
4794,Train,t_2851.jpg,800,600,False,7
4796,Train,t_1974.jpg,800,600,False,2
4797,Train,t_3072.jpg,1000,1000,False,6
4798,Train,t_14140.jpg,1000,1000,True,0
4800,Train,t_11507.jpg,800,600,False,2
4801,Train,t_14160.jpg,1000,1000,False,2
4803,Train,t_7955.jpg,600,800,False,1
4804,Train,t_7529.jpg,800,600,True,0
4806,Train,t_8578.jpg,800,600,False,4
4808,Train,t_6631.jpg,800,600,False,1
4816,Train,t_14882.jpg,800,600,False,17
4817,Train,t_1438.jpg,1500,1500,False,1
4818,Train,t_14090.jpg,1000,1000,False,16
4820,Train,t_15311.jpg,600,800,False,1
4833,Train,t_1672.jpg,1500,1500,False,2
4834,Train,t_5420.jpg,800,600,True,0
4838,Train,t_1187.jpg,1500,1500,False,6
4839,Train,t_7326.jpg,800,600,False,2
4840,Train,t_7273.jpg,600,800,False,6
4850,Train,t_10729.jpg,600,800,False,2
4857,Train,t_11515.jpg,1000,1000,False,1
4859,Train,t_15585.jpg,600,600,True,0
4860,Train,t_7495.jpg,800,600,True,0
4862,Train,t_13958.jpg,600,800,False,1
4863,Train,t_10903.jpg,800,600,True,0
4872,Train,t_6778.jpg,1000,1000,False,1
4873,Train,t_3014.jpg,600,800,False,1
4874,Train,t_2435.jpg,600,800,False,1
4876,Train,t_13616.jpg,800,600,False,8
4878,Train,t_2728.jpg,800,600,False,1
4887,Train,t_12023.jpg,800,600,False,3
4890,Train,t_8465.jpg,1000,1000,False,4
4907,Train,t_613.jpg,1500,1500,False,11
4912,Train,t_5460.jpg,1000,1000,False,7
4913,Train,t_12928.jpg,1000,1000,False,2
4914,Train,t_12256.jpg,600,800,False,1
4915,Train,t_11970.jpg,800,600,False,1
4916,Train,t_5208.jpg,1000,1000,True,0
4921,Train,t_8706.jpg,800,600,False,6
4929,Train,t_4615.jpg,1000,1000,True,0
4944,Train,t_3812.jpg,1000,1000,False,1
4952,Train,t_16281.jpg,800,600,False,3
4957,Train,t_224.jpg,1500,1500,False,7
4959,Train,t_11987.jpg,1000,1000,False,1
4961,Train,t_2202.jpg,1000,1000,True,0
4962,Train,t_12549.jpg,1000,1000,False,2
4963,Train,t_10795.jpg,800,600,False,3
4964,Train,t_5392.jpg,800,600,False,1
4968,Train,t_666.jpg,1500,1500,False,25
4970,Train,t_56.jpg,1500,1500,False,4
4974,Train,t_8645.jpg,600,800,False,8
4975,Train,t_5784.jpg,1000,1000,False,3
4976,Train,t_3560.jpg,1000,1000,False,2
4986,Train,t_2130.jpg,800,600,False,3
4995,Train,t_4297.jpg,1000,1000,False,3
4996,Train,t_120.jpg,1500,1500,False,5
5002,Train,t_404.jpg,1500,1500,False,7
5011,Train,t_11491.jpg,1000,1000,False,3
5012,Train,t_10767.jpg,1000,1000,False,2
5014,Train,t_7765.jpg,800,600,False,6
5015,Train,t_1878.jpg,1000,1000,True,0
5017,Train,t_10528.jpg,1000,1000,False,1
5018,Train,t_4624.jpg,600,800,False,3
5020,Train,t_381.jpg,1000,1000,True,0
5021,Train,t_3804.jpg,2000,2000,False,17
5023,Train,t_14768.jpg,1000,1000,False,1
5025,Train,t_14209.jpg,800,600,True,0
5033,Train,t_3702.jpg,1000,1000,False,1
5036,Train,t_6578.jpg,600,800,False,1
5038,Train,t_6186.jpg,600,800,True,0
5047,Train,t_508.jpg,1000,1000,True,0
5048,Train,t_7838.jpg,1000,1000,False,1
5049,Train,t_8067.jpg,800,600,False,1
5052,Train,t_3558.jpg,600,800,False,2
5055,Train,t_15265.jpg,1000,1000,True,0
5057,Train,t_16034.jpg,1000,1000,False,1
5059,Train,t_10759.jpg,800,600,False,1
5062,Train,t_4498.jpg,2000,2000,False,11
5063,Train,t_3657.jpg,600,800,False,6
5064,Train,t_13704.jpg,800,600,False,3
5066,Train,t_13011.jpg,600,800,False,25
5067,Train,t_785.jpg,1500,1500,False,3
5068,Train,t_10911.jpg,1000,1000,False,1
5072,Train,t_2051.jpg,800,600,False,2
5074,Train,t_12286.jpg,800,600,False,1
5075,Train,t_230.jpg,1500,1500,False,105
5077,Train,t_5152.jpg,800,600,False,1
5081,Train,t_12105.jpg,800,600,False,2
5085,Train,t_11309.jpg,600,800,False,1
5098,Train,t_10520.jpg,600,800,False,2
5112,Train,t_8299.jpg,600,800,False,6
5116,Train,t_5212.jpg,1000,1000,True,0
5119,Train,t_5050.jpg,600,800,False,1
5125,Train,t_4238.jpg,800,600,False,2
5126,Train,t_657.jpg,1500,1500,False,1
5129,Train,t_14704.jpg,800,600,False,5
5130,Train,t_4846.jpg,600,800,False,2
5135,Train,t_14897.jpg,600,800,False,15
5136,Train,t_7833.jpg,600,800,False,7
5137,Train,t_11056.jpg,800,600,False,1
5139,Train,t_12879.jpg,600,800,False,10
5140,Train,t_6913.jpg,1000,1000,False,2
5142,Train,t_5078.jpg,1000,1000,True,0
5143,Train,t_13934.jpg,800,600,False,3
5146,Train,t_7960.jpg,800,600,False,1
5148,Train,t_11971.jpg,1000,1000,False,17
5153,Train,t_7898.jpg,600,800,False,22
5154,Train,t_8756.jpg,600,800,False,5
5155,Train,t_5817.jpg,600,800,True,0
5158,Train,t_4549.jpg,800,600,False,9
5163,Train,t_13024.jpg,600,800,False,3
5166,Train,t_11422.jpg,600,800,False,4
5175,Train,t_5191.jpg,1000,1000,True,0
5178,Train,t_4256.jpg,1000,1000,False,6
5181,Train,t_862.jpg,1000,1000,True,0
5184,Train,t_8986.jpg,1000,1000,False,1
5186,Train,t_11457.jpg,1000,1000,False,1
5188,Train,t_13769.jpg,600,800,False,4
5189,Train,t_8547.jpg,2000,2000,False,63
5194,Train,t_14969.jpg,800,600,False,4
5197,Train,t_12425.jpg,1000,1000,False,1
5200,Train,t_701.jpg,1500,1500,False,18
5201,Train,t_1745.jpg,800,600,False,3
5214,Train,t_8504.jpg,1000,1000,True,0
5222,Train,t_5778.jpg,800,600,False,1
5224,Train,t_10175.jpg,800,600,False,5
5227,Train,t_126.jpg,1000,1000,False,26
5247,Train,t_2786.jpg,600,800,False,2
5248,Train,t_15840.jpg,1000,1000,False,4
5249,Train,t_11847.jpg,600,800,False,6
5256,Train,t_15548.jpg,800,600,False,2
5259,Train,t_8910.jpg,800,600,False,2
5262,Train,t_9738.jpg,800,600,False,1
5263,Train,t_3403.jpg,800,600,False,2
5266,Train,t_11908.jpg,600,800,False,3
5273,Train,t_1640.jpg,1500,1500,False,4
5281,Train,t_4223.jpg,1000,1000,True,0
5282,Train,t_14347.jpg,1000,1000,False,1
5290,Train,t_12315.jpg,1000,1000,False,1
5293,Train,t_5971.jpg,800,600,False,1
5294,Train,t_11359.jpg,800,600,False,1
5300,Train,t_15000.jpg,1000,1000,False,1
5304,Train,t_7223.jpg,1000,1000,False,14
5306,Train,t_471.jpg,1500,1500,False,6
5312,Train,t_2207.jpg,1000,1000,False,4
5315,Train,t_7099.jpg,800,600,False,2
5320,Train,t_8643.jpg,1000,1000,False,1
5325,Train,t_8709.jpg,1000,1000,False,5
5334,Train,t_9050.jpg,1000,1000,False,1
5337,Train,t_908.jpg,1500,1500,False,2
5343,Train,t_13476.jpg,600,800,True,0
5344,Train,t_12245.jpg,800,600,False,1
5356,Train,t_9634.jpg,1000,1000,False,1
5359,Train,t_15107.jpg,1000,1000,False,1
5360,Train,t_8114.jpg,600,800,False,1
5366,Train,t_3170.jpg,2000,2000,False,25
5367,Train,t_16193.jpg,1000,1000,False,1
5373,Train,t_2633.jpg,1000,1000,False,9
5374,Train,t_5445.jpg,800,600,False,2
5377,Train,t_399.jpg,1000,1000,True,0
5378,Train,t_7043.jpg,800,600,False,1
5383,Train,t_5532.jpg,800,600,False,2
5386,Train,t_8885.jpg,800,600,True,0
5388,Train,t_2178.jpg,800,600,False,1
5389,Train,t_9261.jpg,1000,1000,False,1
5393,Train,t_9422.jpg,600,800,False,1
5394,Train,t_12282.jpg,800,600,False,1
5395,Train,t_2105.jpg,1000,1000,False,3
5396,Train,t_12858.jpg,800,600,False,1
5398,Train,t_363.jpg,1000,1000,True,0
5400,Train,t_4783.jpg,600,800,False,1
5404,Train,t_3835.jpg,600,800,False,3
5406,Train,t_12964.jpg,600,800,False,1
5408,Train,t_8490.jpg,1000,1000,False,5
5412,Train,t_11354.jpg,600,800,False,1
5413,Train,t_6141.jpg,800,600,False,1
5418,Train,t_11066.jpg,6000,6000,False,36
5420,Train,t_12322.jpg,600,800,False,1
5421,Train,t_12492.jpg,1000,1000,True,0
5426,Train,t_16272.jpg,1000,1000,False,5
5427,Train,t_9831.jpg,1000,1000,False,2
5428,Train,t_5602.jpg,1000,1000,False,581
5429,Train,t_4091.jpg,1000,1000,False,3
5434,Train,t_3102.jpg,1000,1000,False,7
5435,Train,t_6493.jpg,2000,2000,False,30
5443,Train,t_9068.jpg,600,800,False,5
5444,Train,t_4053.jpg,600,800,False,17
5447,Train,t_9265.jpg,1000,1000,False,1
5454,Train,t_10360.jpg,600,800,False,92
5458,Train,t_534.jpg,1500,1500,False,4
5462,Train,t_7069.jpg,600,800,False,7
5463,Train,t_1412.jpg,1500,1500,False,102
5465,Train,t_1305.jpg,1500,1500,False,5
5466,Train,t_1729.jpg,1500,1500,False,4
5467,Train,t_9881.jpg,1000,1000,False,3
5469,Train,t_4314.jpg,1000,1000,False,5
5470,Train,t_637.jpg,1500,1500,False,7
5473,Train,t_1043.jpg,1000,1000,True,0
5481,Train,t_6608.jpg,800,600,False,14
5482,Train,t_12641.jpg,1000,1000,False,6
5485,Train,t_4787.jpg,800,600,False,1
5490,Train,t_6795.jpg,800,600,False,5
5495,Train,t_551.jpg,1500,1500,False,7
5497,Train,t_14628.jpg,600,800,True,0
5504,Train,t_2469.jpg,600,800,False,1
5511,Train,t_14517.jpg,600,800,False,1
5514,Train,t_10088.jpg,2000,2000,False,7
5515,Train,t_10551.jpg,1000,1000,False,18
5516,Train,t_1912.jpg,600,800,False,5
5518,Train,t_9970.jpg,1000,1000,False,7
5521,Train,t_6979.jpg,800,600,False,1
5523,Train,t_8137.jpg,600,800,False,3
5526,Train,t_10679.jpg,1000,1000,False,1
5529,Train,t_11495.jpg,1000,1000,False,2
5534,Train,t_5444.jpg,600,800,False,1
5542,Train,t_15920.jpg,2000,2000,False,11
5547,Train,t_7228.jpg,600,800,False,1
5549,Train,t_445.jpg,1500,1500,False,23
5551,Train,t_12834.jpg,1000,1000,False,19
5554,Train,t_5430.jpg,1000,1000,False,6
5558,Train,t_3631.jpg,800,600,True,0
5561,Train,t_597.jpg,1500,1500,False,2
5562,Train,t_9718.jpg,1000,1000,False,3
5564,Train,t_14592.jpg,600,800,False,1
5566,Train,t_7741.jpg,1000,1000,False,1
5572,Train,t_3880.jpg,1000,1000,False,7
5574,Train,t_16085.jpg,800,600,False,1
5575,Train,t_2862.jpg,600,800,False,1
5576,Train,t_1225.jpg,1000,1000,False,1
5582,Train,t_4745.jpg,800,600,False,9
5588,Train,t_13585.jpg,1000,1000,False,1
5592,Train,t_633.jpg,1500,1500,False,4
5593,Train,t_16016.jpg,800,600,False,2
5595,Train,t_5838.jpg,600,800,False,9
5597,Train,t_14370.jpg,1000,1000,False,5
5602,Train,t_5709.jpg,1000,1000,False,3
5604,Train,t_4875.jpg,2000,2000,False,2
5606,Train,t_13614.jpg,1000,1000,False,1
5609,Train,t_5413.jpg,800,600,False,6
5610,Train,t_7754.jpg,1000,1000,False,5
5619,Train,t_5003.jpg,1000,1000,False,1
5622,Train,t_9295.jpg,1000,1000,True,0
5624,Train,t_3025.jpg,1000,1000,False,1
5626,Train,t_4269.jpg,800,600,False,4
5627,Train,t_13446.jpg,600,800,False,4
5639,Train,t_1902.jpg,1000,1000,False,1
5643,Train,t_14200.jpg,800,600,False,6
5644,Train,t_13247.jpg,600,800,False,1
5649,Train,t_12610.jpg,1000,1000,False,2
5650,Train,t_2822.jpg,800,600,False,1
5654,Train,t_1138.jpg,1500,1500,False,3
5657,Train,t_15720.jpg,800,600,True,0
5658,Train,t_11976.jpg,1000,1000,False,1
5660,Train,t_6889.jpg,600,800,False,4
5666,Train,t_3658.jpg,600,800,False,1
5676,Train,t_8505.jpg,600,800,False,1
5677,Train,t_14261.jpg,800,600,False,1
5679,Train,t_13368.jpg,800,600,False,1
5680,Train,t_6693.jpg,1000,1000,False,1
5681,Train,t_15129.jpg,1000,1000,False,47
5682,Train,t_8087.jpg,600,800,False,1
5686,Train,t_12592.jpg,800,600,False,3
5690,Train,t_15768.jpg,1000,1000,False,5
5698,Train,t_3208.jpg,1000,1000,False,1
5701,Train,t_12912.jpg,600,800,False,1
5707,Train,t_13927.jpg,1000,1000,False,8
5708,Train,t_13217.jpg,1000,1000,False,2
5710,Train,t_9135.jpg,600,800,False,1
5711,Train,t_12500.jpg,2000,2000,False,4
5713,Train,t_9549.jpg,600,800,True,0
5726,Train,t_1876.jpg,600,800,True,0
5727,Train,t_4328.jpg,800,600,False,3
5731,Train,t_4895.jpg,1000,1000,False,2
5733,Train,t_10441.jpg,600,800,False,5
5737,Train,t_13096.jpg,800,600,False,18
5743,Train,t_4794.jpg,600,800,False,1
5745,Train,t_9145.jpg,1000,1000,False,15
5746,Train,t_4084.jpg,2000,2000,False,4
5748,Train,t_15313.jpg,1000,1000,False,1
5754,Train,t_10455.jpg,800,600,False,1
5757,Train,t_8155.jpg,2000,2000,False,3
5759,Train,t_1214.jpg,1500,1500,False,6
5765,Train,t_8111.jpg,800,600,False,7
5766,Train,t_576.jpg,1500,1500,False,1
5770,Train,t_4320.jpg,1000,1000,False,10
5772,Train,t_5920.jpg,1000,1000,False,19
5773,Train,t_15888.jpg,1000,1000,False,1
5782,Train,t_6610.jpg,1000,1000,False,4
5789,Train,t_13975.jpg,1000,1000,False,15
5792,Train,t_9073.jpg,1000,1000,False,2
5793,Train,t_3471.jpg,1000,1000,False,12
5794,Train,t_6020.jpg,600,800,False,3
5796,Train,t_2364.jpg,800,600,False,1
5803,Train,t_7824.jpg,1000,1000,False,6
5816,Train,t_10820.jpg,2000,2000,False,1
5820,Train,t_12010.jpg,600,800,False,11
5822,Train,t_2544.jpg,1000,1000,False,9
5826,Train,t_3944.jpg,1000,1000,False,2
5833,Train,t_10746.jpg,600,800,False,11
5839,Train,t_3935.jpg,2000,2000,False,39
5843,Train,t_3252.jpg,800,600,False,5
5846,Train,t_11498.jpg,800,600,False,2
5848,Train,t_6576.jpg,1000,1000,False,22
5850,Train,t_1045.jpg,1500,1500,False,1
5853,Train,t_3884.jpg,600,800,False,10
5856,Train,t_9031.jpg,1000,1000,False,1
5863,Train,t_5793.jpg,600,800,False,3
5875,Train,t_9020.jpg,600,800,False,1
5876,Train,t_4023.jpg,800,600,False,1
5880,Train,t_15843.jpg,1000,1000,False,1
5883,Train,t_9558.jpg,600,800,True,0
5885,Train,t_16325.jpg,1000,1000,False,1
5896,Train,t_1363.jpg,1500,1500,False,10
5898,Train,t_532.jpg,1500,1500,False,7
5899,Train,t_15613.jpg,600,800,False,3
5900,Train,t_10116.jpg,1000,1000,False,1
5902,Train,t_15969.jpg,1000,1000,False,6
5906,Train,t_4733.jpg,900,900,True,0
5913,Train,t_11293.jpg,600,800,True,0
5915,Train,t_1236.jpg,1500,1500,False,2
5916,Train,t_7621.jpg,800,600,False,2
5917,Train,t_178.jpg,1500,1500,False,4
5919,Train,t_3185.jpg,600,800,False,2
5920,Train,t_11802.jpg,800,600,False,2
5927,Train,t_16438.jpg,800,600,True,0
5930,Train,t_2783.jpg,1000,1000,False,17
5935,Train,t_13287.jpg,800,600,False,1
5946,Train,t_15976.jpg,800,600,False,2
5951,Train,t_8573.jpg,1000,1000,False,2
5955,Train,t_14327.jpg,600,800,False,5
5957,Train,t_6334.jpg,1000,1000,False,1
5960,Train,t_7459.jpg,800,600,False,2
5964,Train,t_4446.jpg,600,800,False,1
5966,Train,t_6511.jpg,600,800,False,3
5967,Train,t_10435.jpg,600,800,False,1
5968,Train,t_693.jpg,1500,1500,False,1
5969,Train,t_5753.jpg,1000,1000,False,48
5970,Train,t_8758.jpg,1000,1000,False,1
5974,Train,t_8016.jpg,800,600,True,0
5976,Train,t_3288.jpg,1000,1000,False,2
5977,Train,t_2266.jpg,600,800,False,1
5993,Train,t_4324.jpg,600,800,False,3
5994,Train,t_13776.jpg,800,600,True,0
5996,Train,t_6470.jpg,1000,1000,False,9
6001,Train,t_16236.jpg,1000,1000,True,0
6007,Train,t_8389.jpg,800,600,False,1
6008,Train,t_8627.jpg,1000,1000,False,2
6010,Train,t_14149.jpg,800,600,False,1
6011,Train,t_6363.jpg,800,600,False,3
6016,Train,t_1063.jpg,1500,1500,False,5
6019,Train,t_3276.jpg,600,800,False,28
6022,Train,t_1276.jpg,1500,1500,False,2
6023,Train,t_8809.jpg,1000,1000,False,1
6026,Train,t_5121.jpg,1000,1000,True,0
6027,Train,t_7808.jpg,600,800,False,37
6029,Train,t_12728.jpg,600,800,False,6
6031,Train,t_9989.jpg,1000,1000,False,323
6032,Train,t_12559.jpg,1000,1000,True,0
6036,Train,t_12568.jpg,600,800,False,14
6042,Train,t_6762.jpg,1000,1000,False,233
6044,Train,t_11690.jpg,800,600,False,8
6046,Train,t_270.jpg,1500,1500,False,6
6059,Train,t_6294.jpg,1000,1000,False,1
6066,Train,t_15462.jpg,1000,1000,True,0
6070,Train,t_1489.jpg,1500,1500,False,2
6071,Train,t_8771.jpg,800,600,False,2
6074,Train,t_1998.jpg,1000,1000,False,1
6076,Train,t_15527.jpg,1000,1000,False,7
6077,Train,t_12831.jpg,1000,1000,False,1
6078,Train,t_11216.jpg,1000,1000,False,4
6080,Train,t_6061.jpg,600,800,False,4
6082,Train,t_11020.jpg,600,800,False,1
6088,Train,t_8307.jpg,1000,1000,False,9
6089,Train,t_4959.jpg,800,600,False,1
6092,Train,t_510.jpg,1500,1500,False,35
6093,Train,t_2796.jpg,800,600,False,2
6097,Train,t_4596.jpg,1000,1000,False,1
6100,Train,t_10602.jpg,800,600,False,1
6103,Train,t_5718.jpg,600,800,False,3
6104,Train,t_13957.jpg,800,600,False,5
6106,Train,t_12955.jpg,600,800,False,1
6118,Train,t_6326.jpg,800,600,False,1
6119,Train,t_12689.jpg,1000,1000,False,1
6122,Train,t_13916.jpg,1000,1000,False,42
6124,Train,t_13808.jpg,600,800,False,7
6127,Train,t_7095.jpg,1000,1000,True,0
6131,Train,t_8391.jpg,1000,1000,True,0
6133,Train,t_1006.jpg,1500,1500,False,3
6136,Train,t_2025.jpg,1000,1000,False,1
6138,Train,t_15664.jpg,600,800,False,25
6141,Train,t_8943.jpg,1000,1000,False,1
6148,Train,t_7771.jpg,1000,1000,False,1
6155,Train,t_15928.jpg,1000,1000,False,1
6158,Train,t_4411.jpg,1000,1000,True,0
6166,Train,t_7463.jpg,1000,1000,False,36
6169,Train,t_626.jpg,1500,1500,False,2
6171,Train,t_4622.jpg,1000,1000,False,10
6179,Train,t_13824.jpg,600,800,False,1
6181,Train,t_11535.jpg,800,600,False,2
6187,Train,t_10697.jpg,1000,1000,False,3
6189,Train,t_10578.jpg,800,600,False,1
6190,Train,t_14169.jpg,1000,1000,False,1
6195,Train,t_10280.jpg,1000,1000,False,1
6196,Train,t_10944.jpg,1000,1000,False,1
6198,Train,t_673.jpg,1500,1500,False,102
6200,Train,t_3343.jpg,600,800,False,1
6206,Train,t_12544.jpg,1000,1000,False,7
6209,Train,t_14737.jpg,600,800,False,1
6210,Train,t_8003.jpg,600,800,False,1
6211,Train,t_3059.jpg,600,800,False,1
6219,Train,t_13822.jpg,800,600,False,3
6220,Train,t_7982.jpg,600,800,False,1
6230,Train,t_4494.jpg,1000,1000,False,1
6233,Train,t_9219.jpg,1000,1000,False,3
6238,Train,t_7825.jpg,1000,1000,True,0
6250,Train,t_2000.jpg,1000,1000,False,1
6254,Train,t_8765.jpg,800,600,False,2
6255,Train,t_11141.jpg,1000,1000,False,1
6256,Train,t_12.jpg,1500,1500,False,12
6264,Train,t_873.jpg,1500,1500,False,27
6265,Train,t_536.jpg,1500,1500,False,5
6266,Train,t_7212.jpg,1000,1000,False,3
6278,Train,t_2440.jpg,1000,1000,False,1
6282,Train,t_15995.jpg,1000,1000,False,11
6295,Train,t_1633.jpg,1000,1000,False,2
6299,Train,t_14473.jpg,600,800,False,3
6300,Train,t_16461.jpg,1000,1000,False,1
6305,Train,t_4144.jpg,600,800,False,1
6306,Train,t_13729.jpg,600,800,False,1
6312,Train,t_7939.jpg,600,800,False,1
6314,Train,t_16465.jpg,1000,1000,False,3
6315,Train,t_832.jpg,1500,1500,False,2
6316,Train,t_10079.jpg,2000,2000,False,5
6325,Train,t_12306.jpg,600,800,False,3
6329,Train,t_6270.jpg,2000,2000,False,31
6331,Train,t_9361.jpg,600,800,False,1
6332,Train,t_8751.jpg,1000,1000,False,1
6334,Train,t_11886.jpg,1000,1000,False,1
6340,Train,t_16406.jpg,800,600,False,3
6341,Train,t_7785.jpg,800,600,False,2
6348,Train,t_2427.jpg,1000,1000,False,13
6353,Train,t_12248.jpg,600,800,False,1
6357,Train,t_35.jpg,1500,1500,False,3
6361,Train,t_14434.jpg,1000,1000,False,1
6362,Train,t_6824.jpg,800,600,False,1
6365,Train,t_368.jpg,1000,1000,True,0
6370,Train,t_7547.jpg,800,600,False,2
6381,Train,t_10462.jpg,800,600,False,2
6383,Train,t_680.jpg,1500,1500,False,27
6384,Train,t_16296.jpg,800,600,True,0
6386,Train,t_11823.jpg,600,800,False,2
6387,Train,t_11288.jpg,1000,1000,False,2
6391,Train,t_12942.jpg,1000,1000,False,1
6394,Train,t_6862.jpg,1000,1000,False,4
6398,Train,t_5352.jpg,800,600,False,1
6401,Train,t_8377.jpg,600,800,False,6
6402,Train,t_8199.jpg,1000,1000,False,42
6423,Train,t_6737.jpg,1000,1000,False,1
6430,Train,t_8259.jpg,1000,1000,False,2
6432,Train,t_5661.jpg,800,600,False,3
6433,Train,t_8289.jpg,1000,1000,False,2
6434,Train,t_3188.jpg,1000,1000,False,1
6437,Train,t_11749.jpg,1000,1000,False,6
6438,Train,t_11518.jpg,800,600,False,13
6440,Train,t_14130.jpg,2000,2000,False,38
6441,Train,t_1832.jpg,800,600,False,1
6447,Train,t_15145.jpg,1000,1000,False,3
6451,Train,t_1147.jpg,1000,1000,False,14
6452,Train,t_8773.jpg,2000,2000,False,4
6456,Train,t_12815.jpg,1000,1000,False,1
6461,Train,t_14188.jpg,600,800,False,1
6470,Train,t_1272.jpg,1500,1500,False,2
6472,Train,t_7075.jpg,1000,1000,False,1
6477,Train,t_2580.jpg,800,600,False,2
6479,Train,t_2062.jpg,800,600,False,3
6489,Train,t_9292.jpg,800,600,False,1
6491,Train,t_4951.jpg,600,800,False,1
6497,Train,t_506.jpg,1500,1500,False,5
6499,Train,t_7591.jpg,4000,4000,False,64
6500,Train,t_7265.jpg,1000,1000,False,103
6504,Train,t_7057.jpg,1000,1000,False,4
6505,Train,t_15441.jpg,1000,1000,False,1
6508,Train,t_8940.jpg,800,600,False,2
6512,Train,t_8436.jpg,800,600,False,1
6527,Train,t_3198.jpg,1000,1000,False,3
6528,Train,t_8747.jpg,1000,1000,False,3
6530,Train,t_2387.jpg,800,600,False,2
6533,Train,t_15637.jpg,600,800,False,1
6537,Train,t_10122.jpg,600,800,False,2
6539,Train,t_3323.jpg,800,600,False,2
6544,Train,t_9726.jpg,600,800,False,1
6545,Train,t_12653.jpg,1000,1000,False,1
6547,Train,t_6119.jpg,1000,1000,False,2
6562,Train,t_12752.jpg,1000,1000,True,0
6563,Train,t_53.jpg,1500,1500,False,11
6564,Train,t_2195.jpg,1000,1000,False,2
6565,Train,t_4444.jpg,1000,1000,False,21
6566,Train,t_13977.jpg,600,800,False,1
6567,Train,t_1220.jpg,1500,1500,False,2
6574,Train,t_7274.jpg,1000,1000,False,1
6576,Train,t_7896.jpg,1000,1000,False,1
6577,Train,t_316.jpg,1500,1500,False,7
6579,Train,t_7253.jpg,600,800,False,2
6592,Train,t_13477.jpg,800,600,False,4
6595,Train,t_9321.jpg,800,600,True,0
6598,Train,t_11844.jpg,1000,1000,False,2
6602,Train,t_1823.jpg,1000,1000,False,1
6612,Train,t_2294.jpg,800,600,False,1
6614,Train,t_6471.jpg,1000,1000,False,1
6617,Train,t_3775.jpg,1000,1000,False,2
6620,Train,t_8728.jpg,1000,1000,False,1
6622,Train,t_11956.jpg,600,800,False,2
6623,Train,t_1189.jpg,1500,1500,False,72
6634,Train,t_2860.jpg,800,600,False,1
6639,Train,t_14799.jpg,600,800,False,1
6641,Train,t_1228.jpg,1500,1500,False,1
6644,Train,t_2518.jpg,1000,1000,False,1
6647,Train,t_6514.jpg,1000,1000,True,0
6650,Train,t_8150.jpg,600,800,False,3
6651,Train,t_13057.jpg,1000,1000,False,2
6654,Train,t_13202.jpg,1000,1000,False,6
6658,Train,t_8956.jpg,1000,1000,False,7
6659,Train,t_8633.jpg,800,600,False,3
6660,Train,t_6733.jpg,800,600,False,1
6661,Train,t_9305.jpg,1000,1000,True,0
6662,Train,t_11533.jpg,1000,1000,False,1
6663,Train,t_7321.jpg,600,800,False,1
6664,Train,t_12141.jpg,1000,1000,False,1
6671,Train,t_13639.jpg,600,800,False,1
6673,Train,t_14244.jpg,600,800,False,1
6676,Train,t_13463.jpg,1000,1000,True,0
6681,Train,t_360.jpg,1500,1500,False,12
6685,Train,t_10943.jpg,600,800,True,0
6687,Train,t_15938.jpg,600,800,False,2
6694,Train,t_9517.jpg,1000,1000,False,1
6695,Train,t_13900.jpg,1000,1000,True,0
6699,Train,t_11689.jpg,1000,1000,False,17
6701,Train,t_8564.jpg,1000,1000,False,3
6703,Train,t_11189.jpg,1000,1000,False,1
6704,Train,t_12998.jpg,800,600,False,8
6710,Train,t_5947.jpg,800,600,False,1
6712,Train,t_1663.jpg,1500,1500,False,21
6714,Train,t_10905.jpg,600,800,False,12
6719,Train,t_434.jpg,1000,1000,False,1
6720,Train,t_11101.jpg,1000,1000,False,2
6721,Train,t_11972.jpg,1000,1000,False,13
